cell_id,area,dff,dur,dist_to_soma,acq_dur
11,12.600401,0.06917548,50,0.061818182,600
11,22.1952,0.065489374,30,0.3348612,600
11,11.791201,0.10315775,200,8.627003,600
11,10.1728,0.07341655,40,3.0410528,600
11,6.8203998,0.10982555,50,17.866238,600
11,9.0168,0.08442417,30,0.49085534,600
11,6.5892005,0.072983615,50,6.1010895,600
11,6.3580003,0.054548167,40,9.016159,600
11,7.2828,0.13417488,50,11.462408,600
11,8.2076,0.14928858,110,11.488357,600
11,12.2536,0.081841424,50,1.9698219,600
11,9.0168,0.07783339,40,0.116083264,600
11,9.4792,0.061081108,30,0.59236133,600
11,4.5084,0.09591484,150,9.110309,600
11,5.8956003,0.07964238,50,7.192383,600
11,5.8956003,0.09843501,50,13.12439,600
11,4.5084,0.08546724,60,10.58924,600
11,5.5488,0.08131936,40,0.6168261,600
11,4.046,0.10496229,110,6.773907,600
11,5.3176003,0.0813393,50,6.6799397,600
11,4.8552,0.08591736,200,7.6357565,600
11,3.468,0.09968789,190,7.4815354,600
11,4.046,0.08276098,30,NA,600
11,4.624,0.08455219,50,12.782594,600
11,3.5836,0.1350703,100,10.689195,600
11,6.8203998,0.069698036,30,NA,600
11,1.734,0.086938955,70,20.115221,600
11,1.9652001,0.07348068,60,11.791575,600
11,3.5836,0.10695713,30,2.2807894,600
11,2.1964,0.073723815,30,22.100004,600
11,1.734,0.08183008,30,6.129437,600
11,3.1212,0.07554825,20,1.401856,600
11,3.3523998,0.10234738,50,9.336081,600
11,3.2368002,0.09279039,50,7.115931,600
11,1.8496001,0.09787314,80,8.445426,600
11,3.0056,0.09387476,30,6.2704754,600
11,4.9708,0.09427176,30,0.51841664,600
11,1.5028,0.096463166,290,12.993729,600
11,1.2716,0.12773982,150,11.874208,600
11,2.1964,0.08441675,30,12.802176,600
11,1.5028,0.1836442,200,9.577523,600
11,2.89,0.079757825,30,0,600
11,3.6992002,0.07269305,20,0,600
11,2.4276,0.085587114,40,3.6776626,600
11,1.3872,0.061635844,20,9.1231575,600
11,2.312,0.10335739,30,12.867642,600
11,1.2716,0.101746075,60,6.9813337,600
11,2.6588001,0.058976937,30,6.351724,600
11,1.734,0.07063244,50,4.5615788,600
11,1.156,0.28078538,50,10.805369,600
11,1.156,0.09145756,20,8.581212,600
11,1.0404,0.24067307,40,5.4506145,600
11,1.5028,0.07116959,30,12.54319,600
11,1.2716,0.099026516,20,8.774372,600
11,1.3872,0.078728065,20,0.76026314,600
11,1.0404,0.13083252,30,3.8013155,600
11,1.156,0.06411277,10,9.428489,600
12,69.1288,0.085155465,20,18.828457,600
12,2.4276,0.060182057,240,35.61572,600
12,2.89,0.050247908,10,0,600
12,1.5028,0.06548816,20,23.204847,600
13,56.066,0.062190153,120,0,600
13,49.5924,0.052985914,100,0.13787596,600
13,123.80761,0.06938486,20,0.88516164,600
13,49.13,0.0787523,30,0,600
13,46.1244,0.058515448,30,0.17,600
13,28.2064,0.06360933,60,0.037777778,600
13,23.3512,0.07243303,30,0,600
13,24.5072,0.06840809,20,0,600
13,28.4376,0.06836549,20,2.803712,600
13,20.808,0.06399297,20,0,600
13,12.0224,0.074807286,120,NA,600
13,4.3928,0.07362703,20,0,600
13,7.5140004,0.06577002,20,0,600
13,6.7047997,0.08326608,20,0,600
13,2.89,0.05376324,20,13.308405,600
13,5.6644,0.06397639,30,0,600
13,4.9708,0.07383991,10,5.4823356,600
13,4.3928,0.07452702,30,0,600
13,2.5432,0.060165796,30,0,600
14,17.34,0.0644863,30,17.423134,600
15,4.8552,0.051569916,50,19.236885,600
15,1.734,0.06166347,40,4.1082363,600
16,2.89,0.057775915,110,1.3600001,600
16,2.312,0.073468424,50,49.67841,600
16,3.1212,0.05555028,50,18.438536,600
17,2.5432,0.055375062,100,14.963866,600
17,1.5028,0.06336353,20,0,600
17,2.6588001,0.054582432,10,7.323824,600
17,1.2716,0.06501406,10,18.896784,600
18,28.322,0.11484104,40,12.924474,600
18,28.7844,0.097775035,20,10.975209,600
18,29.478003,0.06844261,20,21.783892,600
18,33.7552,0.090604864,20,3.4000003,600
18,12.369201,0.06432029,60,26.598345,600
18,4.1616,0.07502701,40,1.48,600
18,11.2132,0.062106133,20,18.02,600
18,3.5836,0.0736822,40,17.667103,600
18,3.1212,0.044499077,40,0,600
18,1.9652001,0.057417214,10,8.608112,600
18,1.2716,0.06299123,30,16.323542,600
19,7.7452,0.05348668,50,37.28187,600
19,17.1088,0.05251261,40,6.3084245,600
19,3.0056,0.056488365,30,0,600
19,5.3176003,0.056091715,50,7.713929,600
19,3.5836,0.060924374,20,31.619999,600
19,2.7744,0.058614496,50,1.1466261,600
19,6.936,0.06984174,50,23.116293,600
19,4.1616,0.06052954,100,39.62254,600
19,14.1032,0.06670434,20,8.411136,600
19,2.312,0.05236518,50,45.71324,600
19,6.0112,0.069421664,30,NA,600
19,2.5432,0.06839988,30,8.820364,600
19,1.8496001,0.066232584,30,6.053055,600
19,2.5432,0.06310422,40,12.902093,600
19,1.9652001,0.08084473,40,39.205215,600
19,1.3872,0.076290324,30,41.243313,600
19,1.0404,0.07548147,30,43.067413,600
19,1.156,0.08928066,20,9.205185,600
20,12.947201,0.13502997,60,NA,600
20,1.2716,0.091678105,150,60.0527,600
20,1.6184001,0.07508922,10,61.57662,600
20,1.9652001,0.07406979,60,NA,600
20,143.11281,0.07390972,60,22.276665,600
20,1.8496001,0.07336014,20,44.883232,600
20,1.6184001,0.068582594,30,0.48083284,600
20,2.1964,0.067948975,30,40.82266,600
20,2.5432,0.06369479,60,56.826622,600
20,6.4736004,0.062476538,50,61.28309,600
20,1.156,0.061729964,10,0.68,600
20,4.1616,0.061336946,250,38.060497,600
20,2.0808,0.060793836,10,11.564999,600
20,2.7744,0.059710134,30,18.703093,600
20,7.0516,0.05899441,30,1.4018557,600
20,4.1616,0.05773054,30,49.493305,600
20,8.092,0.053969637,140,52.000465,600
20,1.734,0.05367284,30,0,600
21,10.404,0.055419005,128.4,40.529938,770.4
21,4.9708,0.06527035,19.26,45.03556,770.4
21,5.6644,0.052211978,32.1,21.760002,770.4
21,3.6992002,0.071756326,57.78,0,770.4
21,2.4276,0.089232095,115.56,27.797585,770.4
21,2.0808,0.06518896,32.1,3.0498512,770.4
21,2.89,0.085743904,64.2,2.9190123,770.4
21,1.5028,0.056200385,19.26,0,770.4
21,1.0404,0.075533845,25.68,25.556608,770.4
21,1.156,0.09794486,32.1,28.000185,770.4
21,2.0808,0.06283478,6.42,6.934666,770.4
21,1.156,0.07460424,25.68,0,770.4
21,1.0404,0.08670985,19.26,NA,770.4
21,1.2716,0.06345635,12.84,3.5371428,770.4
22,3.2368002,0.051912233,12.84,11.900001,770.4
23,10.0572,0.05054602,57.78,13.115505,770.4
23,5.3176003,0.05221075,64.2,22.074566,770.4
23,5.3176003,0.05702503,32.1,12.353337,770.4
23,3.8148,0.07738341,32.1,13.253187,770.4
23,1.734,0.060779955,44.940002,17.797302,770.4
23,9.594801,0.060934924,6.42,19.45442,770.4
23,2.89,0.06721317,19.26,17.797302,770.4
23,1.734,0.097969905,19.26,12.77604,770.4
24,7.6296,0.09458686,256.8,9.67847,770.4
24,5.8956003,0.09945617,121.98,10.083611,770.4
24,11.9068,0.12002923,141.24,31.464237,770.4
24,19.8832,0.05211531,19.26,8.608112,770.4
24,11.4444,0.05844703,12.84,11.604913,770.4
24,3.6992002,0.1748997,256.8,38.450607,770.4
24,4.2772,0.09412389,211.86,10.452969,770.4
24,12.4848,0.07360439,19.26,10.250873,770.4
24,4.3928,0.08467498,96.3,5.482335,770.4
24,3.468,0.14015071,64.2,32.478455,770.4
24,7.9764004,0.06585948,25.68,11.22515,770.4
24,12.716001,0.060763143,12.84,11.604913,770.4
24,2.1964,0.08326464,51.36,6.3329964,770.4
24,2.312,0.08743367,12.84,2.150349,770.4
24,2.89,0.08368527,89.880005,9.984781,770.4
24,2.1964,0.13507655,32.1,16.030884,770.4
24,2.4276,0.14727266,160.5,34.98167,770.4
24,3.9304001,0.05918937,19.26,21.11808,770.4
24,1.156,0.07302791,19.26,1.0200003,770.4
24,3.468,0.1135854,25.68,12.192749,770.4
24,2.0808,0.1389081,38.52,14.96,770.4
24,4.5084,0.06520212,25.68,32.22968,770.4
24,1.734,0.15271643,134.82,36.645275,770.4
24,2.7744,0.06000962,19.26,20.010958,770.4
24,2.1964,0.16601962,64.2,37.472713,770.4
24,2.312,0.09458094,128.4,15.5457945,770.4
24,3.3523998,0.08181003,32.1,13.6,770.4
24,3.9304001,0.05322119,12.84,8.741373,770.4
24,2.5432,0.115079254,12.84,7.339591,770.4
24,2.89,0.08926958,44.940002,35.725895,770.4
24,2.0808,0.092104755,12.84,19.847794,770.4
24,1.8496001,0.1444863,64.2,15.64,770.4
24,2.0808,0.12058384,32.1,14.2817335,770.4
24,1.5028,0.09130534,32.1,14.382226,770.4
24,1.734,0.14001976,57.78,36.38,770.4
24,1.3872,0.12401336,25.68,11.943635,770.4
24,1.734,0.13180178,57.78,11.825704,770.4
24,1.8496001,0.19120395,64.2,34.804066,770.4
24,1.156,0.15903756,25.68,34.543064,770.4
24,1.8496001,0.134779,57.78,14.284047,770.4
24,2.0808,0.08294779,32.1,10.519789,770.4
24,1.6184001,0.08830677,12.84,16.93869,770.4
24,1.6184001,0.22263865,44.940002,38.279675,770.4
24,1.3872,0.095074244,19.26,8.002649,770.4
24,1.734,0.1276079,25.68,12.504018,770.4
24,1.156,0.106975295,25.68,12.74442,770.4
24,1.734,0.106542155,12.84,10.927708,770.4
24,1.5028,0.07327721,12.84,1.1128527,770.4
24,1.3872,0.11404779,19.26,12.484422,770.4
24,1.2716,0.207798,57.78,38.383167,770.4
24,1.156,0.13263342,44.940002,NA,770.4
24,1.2716,0.07670053,19.26,0,770.4
24,1.156,0.09153096,12.84,23.733843,770.4
24,1.0404,0.08804117,19.26,13.26,770.4
24,1.156,0.09776847,19.26,4.260188,770.4
24,1.3872,0.10833996,6.42,5.0544634,770.4
24,1.3872,0.14069493,12.84,34.526325,770.4
24,1.0404,0.06980262,12.84,70.17933,770.4
25,33.639603,0.083465315,19.26,12.282426,770.4
25,2.0808,0.080883056,25.68,44.357944,770.4
25,2.6588001,0.0562961,25.68,37.41391,770.4
25,7.1672,0.0723983,12.84,31.62,770.4
25,1.3872,0.065365806,12.84,41.48,770.4
25,1.156,0.056478947,6.42,46.251247,770.4
25,1.2716,0.07018,6.42,6.346667,770.4
25,1.0404,0.067389555,12.84,41.485577,770.4
25,1.156,0.0718654,12.84,49.734226,770.4
26,23.8136,0.06829424,40,12.472387,600
26,5.4332004,0.070936725,70,11.875694,600
26,4.046,0.06565069,150,15.417082,600
26,5.78,0.05059254,20,16.525715,600
26,3.6992002,0.07210241,130,17,600
26,3.8148,0.075113535,90,0.16039528,600
26,2.312,0.11436124,60,14.296184,600
26,1.5028,0.07404768,10,28.129732,600
26,1.6184001,0.069143295,40,0.1275,600
26,1.5028,0.09178421,10,14.093089,600
27,5.4332004,0.05930389,20,27.074339,600
27,26.01,0.09161236,20,13.839546,600
27,13.409599,0.06231164,10,15.090792,600
27,6.3580003,0.062101096,20,28.350782,600
27,11.9068,0.05890488,10,16.023346,600
27,2.312,0.061425876,10,33.363342,600
28,26.356802,0.079602,30,18.737055,600
28,21.732801,0.077228196,30,23.580416,600
28,5.6644,0.05899341,20,0,600
28,2.5432,0.053464558,110,0.01,600
28,1.6184001,0.053224634,20,26.32092,600
28,5.0864,0.055209007,10,9.574487,600
28,1.8496001,0.052411094,10,0.34,600
29,4.046,0.055665355,100,17.502567,600
29,18.9584,0.089267,40,33.33561,600
29,2.312,0.053896375,40,8.976257,600
29,3.2368002,0.059710573,50,13.203216,600
29,2.4276,0.05303204,90,39.29712,600
29,3.2368002,0.05794811,100,5.8495812,600
29,1.6184001,0.060341913,50,33.347744,600
29,3.5836,0.070589945,40,34.34168,600
29,1.734,0.060122766,40,31.454292,600
29,2.6588001,0.06538473,130,25.339443,600
29,1.8496001,0.07390467,30,17.839476,600
29,2.1964,0.057187848,20,40.190533,600
29,1.734,0.06948421,40,25.860126,600
29,1.2716,0.062174954,50,18.777115,600
29,2.1964,0.06359367,130,6.426764,600
29,1.734,0.06697014,70,0,600
29,1.5028,0.07678732,30,38.42374,600
29,1.3872,0.063117154,20,0.45333332,600
29,1.734,0.081267945,30,35.706474,600
30,4.8552,0.0645344,30,3.3658283,600
30,4.3928,0.076713614,40,42.889893,600
30,2.5432,0.06611844,20,1.7000005,600
30,3.5836,0.066592336,40,46.018936,600
30,2.5432,0.05867143,70,24.829313,600
30,2.312,0.082288444,40,46.28248,600
30,2.1964,0.1001222,30,46.971043,600
31,167.62,0.15263695,50,29.257292,600
31,90.16801,0.13117144,20,31.733448,600
31,66.7012,0.14968003,40,31.405844,600
31,15.837201,0.07011974,40,9.991967,600
31,17.6868,0.06937965,190,32.515,600
31,55.372402,0.09163187,30,49.481667,600
31,14.6812,0.05972137,50,NA,600
31,16.6464,0.057324804,30,58.893166,600
31,10.0572,0.076637045,180,48.62476,600
31,10.6352005,0.08967378,40,7.788719,600
31,8.67,0.071748145,140,5.3503003,600
31,22.6576,0.23775448,20,44.81566,600
31,11.791201,0.06770028,50,55.842167,600
31,11.791201,0.07422956,90,32.044273,600
31,6.8203998,0.0536203,100,0,600
31,12.831601,0.07222948,40,7.0456166,600
31,10.288401,0.09475917,50,14.647099,600
31,5.8956003,0.06401056,140,0.056666665,600
31,4.2772,0.06305395,50,0,600
31,6.7047997,0.0677477,40,7.777275,600
31,4.7396,0.06514137,90,7.480001,600
31,10.6352005,0.075275935,40,8.978942,600
31,5.78,0.05112811,40,0,600
31,7.2828,0.072192416,30,38.237938,600
31,6.5892005,0.06568582,50,25.744375,600
31,6.5892005,0.13477446,100,NA,600
31,3.3523998,0.12306193,40,5.15391,600
31,7.3984003,0.10597328,30,66.450516,600
31,4.5084,0.09172658,50,15.144247,600
31,1.156,0.069603175,20,47.003845,600
31,4.8552,0.06667446,50,48.598206,600
31,3.0056,0.056897372,30,45.56055,600
31,2.6588001,0.0749417,20,59.163906,600
31,4.7396,0.10896308,40,15.64,600
31,2.312,0.11476424,50,5.2124515,600
31,4.046,0.08275264,30,12.528761,600
31,3.3523998,0.06872586,50,29.282328,600
31,1.9652001,0.07940188,40,41.825527,600
31,1.9652001,0.093342714,40,0,600
31,1.0404,0.07266066,20,67.34146,600
31,2.1964,0.06629755,20,9.236493,600
31,1.3872,0.069160074,50,12.52789,600
31,1.3872,0.11349887,30,9.42734,600
31,1.156,0.07711524,30,54.430794,600
31,1.2716,0.12259557,40,5.607424,600
31,1.5028,0.066875115,20,1.830956,600
31,1.156,0.07313424,40,66.64347,600
